Dataset identifier;Federated dataset;Title;Description;Themes;Keywords;License;Language;Timezone;Modified;Data processed;Metadata processed;Publisher;Reference;Attributions;Number of records;Size of records in the dataset (in bytes);Reuse count;API call count;Download count;Attachments download count;File fields download count;Popularity score;Visibility (domain or restricted);Published;Publishing properties
cartographie-openstreetmap-des-pharmacies-a-bruxelles;False;Pharmacies;<p>Localisation des pharmacies sur le territoire de la Ville de Bruxelles à partir d'OpenStreetMap (OSM).</p>;Santé;"santé;pharmacie";Licence Ouverte (Etalab);fr;;2014-10-10T12:09:20+02:00;2018-01-08T00:00:58+01:00;2023-01-31T19:12:21.341000+01:00;OpenStreetMap;http://www.openstreetmap.org/#map=13/50.8430/4.3532;;77;15076;0;234688;209;0;0;16.4;domain;True;manual
pages-du-site-web-de-la-ville-par-titre-visitees-en-2013;False;Pages du site web de la Ville (par titre) visitées en 2014;<p>Statistiques de fréquentation des pages du site web de la Ville de Bruxelles (en 2014) avec le titre de la page, le nombre de pages vues, le nombre de consultations uniques, le temps moyen passé sur la page. Source: Google Analytics.</p><p>Attention: certaines pages du site web de la Ville ont pu être rendues invisibles.</p>;Internet, TIC;"site web;site Internet";Licence Ouverte (Etalab);fr;;2014-10-29T16:10:41+01:00;2018-01-07T23:58:43+01:00;2023-01-31T19:12:24.085000+01:00;Ville de Bruxelles/Cellule Web;;;20670;1675052;0;7922;147;0;0;3.5;domain;True;manual
parkings-pour-autocars-touristiques;False;Parkings pour autocars touristiques;<p>Localisation des emplacements de stationnement pour les autocars de tourisme sur le territoire de la Ville de Bruxelles.</p>;Mobilité, Transports;"autocar;tourisme";Licence Ouverte (Etalab);fr;;2015-06-19T06:06:18+02:00;2018-01-08T00:05:29+01:00;2023-01-31T19:12:23.654000+01:00;;http://www.bruxelles.be/4342;;11;2113;0;445921;297;0;0;22.4;domain;True;manual
geografische-oorsprong-van-de-bezoeken-aan-de-website-van-de-stad-2014;False;Geografische oorsprong van de bezoeken aan de website van de Stad (2014);<p>Landen en grondgebieden van de bezoekers van de website van de Stad Brussel (2014) bepaald door de geografische zone van hun IP-adres. Bron: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);nl;;2014-10-23T12:48:06+02:00;2018-01-08T00:16:57+01:00;2023-01-31T19:12:25.495000+01:00;Stad Brussel/Cel Web;;;226;3867;0;7574;157;0;0;3.5;domain;True;manual
museums-in-brussels;False;Museums in Brussels;<p>Location of the museums on the territory of the City of Brussels (including the museums of the City of Brussels).</p>;Culture, Patrimoine, Folklore;;Licence Ouverte (Etalab);en;;2014-12-31T13:15:27+01:00;2018-01-07T23:59:44+01:00;2023-01-31T19:12:24.925000+01:00;City of Brussels/Web Unit;http://www.brussels.be/4443;;45;16133;0;38445;244;0;0;7.2;domain;True;manual
stationnement-interdit-parkeerverbod-parking-ban;False;Stationnement des poids lourds interdit;;Mobilité, Transports;"transport;poids lourds;camion;mobilité";Licence Ouverte (Etalab);fr;;2015-01-22T13:16:19+01:00;2018-01-08T00:09:24+01:00;2023-01-31T19:12:25.655000+01:00;;http://www.bruxelles.be/4341;;1;556;0;14618;176;0;0;4.6;domain;True;manual
geografische-oorsprong-belgische-gemeenten-van-de-bezoeken-aan-de-website-van-de;False;Geografische oorsprong (Belgische gemeenten) van de bezoeken aan de website van de Stad (2014);<p>Steden (gemeenten) van herkomst van de bezoekers van de website van de Stad Brussel uit België, bepaald door hun IP-adres. Bron: Google Analytics.</p>;Internet, TIC;;Licence Ouverte (Etalab);nl;;2014-11-17T15:33:14+01:00;2018-01-08T00:15:01+01:00;2023-01-31T19:12:25.872000+01:00;Stad Brussel/Cel Web;;;461;9484;0;7456;173;0;0;3.5;domain;True;manual
musees-a-bruxelles;False;Musées à Bruxelles;<p>Localisation des musées présents sur le territoire de la Ville de Bruxelles (y compris les musées de la Ville de Bruxelles).</p>;Culture, Patrimoine, Folklore;;Licence Ouverte (Etalab);fr;;2014-12-31T13:15:27+01:00;2018-01-08T00:11:10+01:00;2023-01-31T19:12:24.798000+01:00;Ville de Bruxelles/Cellule Web;http://www.bruxelles.be/4443;;45;13142;0;174230;270;0;0;14.3;domain;True;manual
north-quarter;False;North quarter;<p>North quarter of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"quarter;district";Licence Ouverte (Etalab);en;;2015-01-26T12:07:46+01:00;2018-01-07T23:43:45+01:00;2023-01-31T19:12:26.352000+01:00;City of Brussels/Web Dvlp;;;1;2609;0;3035678;178;0;0;56.8;domain;True;manual
right-bank-of-the-canal-quarter;False;Right bank of the canal quarter;<p>Right bank of the canal quarter of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"canal;quarter;district";Licence Ouverte (Etalab);en;;2015-01-26T12:19:44+01:00;2018-01-07T23:50:59+01:00;2023-01-31T19:12:26.053000+01:00;;;;1;923;0;3037196;175;0;0;56.8;domain;True;manual
stations-zen-car0;False;Stations Zen Car;<p>Locatie van de stations van het elektrische autodeelsysteem Zen Car op het grondgebied van de Stad Brussel.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;auto;Licence Ouverte (Etalab);nl;;2015-03-24T14:44:10+01:00;2018-01-07T23:45:20+01:00;2023-01-31T19:12:26.706000+01:00;Zen Car;http://www.brussel.be/6593;;7;1243;0;11658;243;0;0;4.3;domain;True;manual
noordoostwijk;False;Noordoostwijk;<p>Noordoostwijk van Brussel.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;;Licence Ouverte (Etalab);nl;;2015-01-26T12:12:52+01:00;2018-01-08T00:00:07+01:00;2023-01-31T19:12:26.065000+01:00;Stad Brussel/Web Dvlp;;;1;2690;0;9551;166;0;0;3.8;domain;True;manual
laeken-quarter;False;Laeken quarter;<p>(Old town of) Laeken quarter of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"town;Laeken;quarter;district";Licence Ouverte (Etalab);en;;2015-01-26T11:20:18+01:00;2018-01-08T00:14:21+01:00;2023-01-31T19:12:26.536000+01:00;City of Brussels/Web Dvlp;;;1;3112;0;3028552;187;0;0;56.8;domain;True;manual
middenklassewoningen-met-inkomensvoorwaarden-van-de-grondregie-2014;False;Middenklassewoningen (met inkomensvoorwaarden) van de Grondregie (2014);<p>Situatie van de middenklassewoningen (met inkomensvoorwaarden) van de Grondregie op 31 december 2014</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;"Grondregie;woning";Licence Ouverte (Etalab);nl;;2015-03-26T08:53:09+01:00;;2023-01-31T19:12:28.363000+01:00;Grondregie;http://www.brussel.be/4736;;0;0;0;2016;138;0;0;2.1;domain;False;manual
male-first-names-2013;False;Male first names (2013);<p>Names of men in the Brussels Capital Region in 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;first name;CC BY-SA;en;;2015-03-05T14:42:22+01:00;2018-01-08T00:11:58+01:00;2023-01-31T19:12:27.575000+01:00;Direction générale Statistique et Information économique - Statistiques démographiques.;http://statbel.fgov.be/fr/modules/publications/statistiques/population/prenoms_de_la_population_totale.jsp;;6303;240801;0;11221;161;0;0;4.1;domain;True;manual
tellingen-op-het-kruispunt-van-der-weyden-stalingrad;False;Tellingen op het kruispunt Van der Weyden - Stalingrad;<p>Manuele tellingen van bewegingen (lichte voertuigen, vrachtwagens, bussen of autocars, motorfietsen, fietsen of gelijkwaardige persoonlijke voertuigen) op het kruispunt van de Rogier van der Weydenstraat en de Stalingradlaan.</p>;Mobilité, Transports;"telling;voertuig";Licence Ouverte (Etalab);nl;;2015-04-13T13:20:27+02:00;2018-01-07T23:57:18+01:00;2023-01-31T19:12:29.076000+01:00;AME;;;144;10401;0;9826;171;24;0;3.9;domain;True;manual
female-first-names-2013;False;Female first names (2013);<p>Names of women in the Brussels Capital Region in 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;first name;CC BY-SA;en;;2015-03-05T14:42:22+01:00;2018-01-08T00:04:56+01:00;2023-01-31T19:12:27.636000+01:00;Direction générale Statistique et Information économique - Statistiques démographiques.;http://statbel.fgov.be/fr/modules/publications/statistiques/population/prenoms_de_la_population_totale.jsp;;7155;242210;0;11724;163;0;0;4.2;domain;True;manual
speeltuinen;False;Speeltuinen;<p>Speeltuinen van de Stad Brussel met vermelding van de leeftijdscategorie en beschrijving van de speeltuigen.</p>;Aménagement du territoire, Urbanisme, Bâtiments, Equipements, Logement;speeltuin;Licence Ouverte (Etalab);nl;;2017-03-19T19:36:31+01:00;2018-01-08T00:10:39+01:00;2023-01-31T19:12:29.312000+01:00;Stad Brussel/Groene Ruimten;http://www.brussel.be/4661;;49;16792;0;41103;511;0;0;7.7;domain;True;manual
prenoms-feminins-2013;False;Prénoms féminins (2013);<p>Prénoms des hommes en Région de Bruxelles-Capitale en 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;homme";CC BY-SA;fr;;2015-03-05T14:42:22+01:00;;2023-01-31T19:12:27.445000+01:00;Direction générale Statistique et Information économique - Statistiques démographiques.;http://statbel.fgov.be/fr/modules/publications/statistiques/population/prenoms_de_la_population_totale.jsp;;0;0;0;0;0;0;0;0.0;domain;False;manual
counts-at-the-crossroad-van-der-weyden-stalingrad;False;Counts at the crossroad Van der Weyden - Stalingrad;<p>Manual counts of movements (light vehicles, trucks, buses or coaches, motorcycles, bicycles or equivalent personal vehicles) at the intersection of the Rue Roger van der Weyden and the Avenue de Stalingrad.</p>;Mobilité, Transports;"mobility;vehicle";Licence Ouverte (Etalab);en;;2015-04-14T11:16:02+02:00;2018-01-08T00:09:08+01:00;2023-01-31T19:12:29.110000+01:00;AME;;;144;10401;0;10274;171;13;0;4.0;domain;True;manual
ecoles-de-promotion-sociale-francophones-communales;False;Ecoles de promotion sociale francophones communales;<p>Ecoles de promotion sociale francophones du réseau scolaire de la Ville de Bruxelles.</p>;Education, Formation, Recherche, Enseignement;"école;enseignement;promotion sociale";Licence Ouverte (Etalab);fr;;2015-10-27T09:45:47+01:00;2018-01-07T23:45:17+01:00;2023-01-31T19:12:32.089000+01:00;Ville de Bruxelles/Instruction publique;www.bruxelles.be/5702;;8;1776;0;82262;217;0;0;10.0;domain;True;manual
ecoles-artistiques-francophones-communales;False;Ecoles artistiques francophones communales;<p>Etablissement d'enseignement artistique francophone du réseau scolaire de la Ville de Bruxelles.</p>;Education, Formation, Recherche, Enseignement;"enseignement;école;art;artistique";Licence Ouverte (Etalab);fr;;2015-10-16T16:05:37+02:00;2018-01-07T23:57:04+01:00;2023-01-31T19:12:31.794000+01:00;Ville de Bruxelles/Instruction publique;http://www.bruxelles.be/5330;;5;967;0;34843;207;0;0;6.8;domain;True;manual
vrouwelijke-voornamen-2015;False;Vrouwelijke voornamen 2015;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2015 (tot 27 oktober).</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;voornaam;Licence Ouverte (Etalab);nl;;2015-10-28T12:23:40+01:00;2018-01-08T00:16:02+01:00;2023-01-31T19:12:32.527000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1655;20860;0;8758;159;0;0;3.7;domain;True;manual
world-war-i-memorials;True;World War I memorials;<p>Monuments of the City of Brussels commemorating World War I.</p>;Culture, Patrimoine, Folklore;;Licence Ouverte (Etalab);en;;2015-10-12T15:57:08+02:00;2018-01-07T23:58:05+01:00;2023-01-31T19:12:31.202000+01:00;City of Brussels/Historical Heritage;;;17;9624;0;12344;196;0;0;4.3;domain;True;federated
agenda;False;Agenda du jour;<p>Annonces des activités du jour à l'agenda du site web de la Ville de Bruxelles.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"information;annonce;agenda";Licence Ouverte (Etalab);fr;;2015-04-27T16:16:32+02:00;2018-01-08T00:03:45+01:00;2023-01-31T19:12:30.234000+01:00;Ville de Bruxelles/Cellule Web;;;0;0;0;12205;194;0;0;4.3;domain;True;manual
demographic-statistics;False;Demographic statistics;<p>Statistics on births, marriages, divorces and separations, deaths in the City of Brussels.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;;Licence Ouverte (Etalab);en;;2015-04-16T10:12:26+02:00;2018-01-07T23:49:37+01:00;2023-01-31T19:12:29.879000+01:00;City of Brussels/Demography;http://www.brussels.be/4826;;15;573;0;16786;248;0;0;5.0;domain;True;manual
female-first-names-2012;False;Female first names 2012;<p>Female first names registered at the City of Brussels in 2012.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-10-28T13:05:26+01:00;2018-01-08T00:04:50+01:00;2023-01-31T19:12:34.195000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1956;25202;0;8161;144;0;0;3.6;domain;True;manual
vrouwelijke-voornamen-20130;False;Vrouwelijke voornamen 2013;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;meisje";Licence Ouverte (Etalab);nl;;2015-10-29T13:29:54+01:00;2018-01-07T23:44:32+01:00;2023-01-31T19:12:33.393000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1947;24679;0;8714;149;0;0;3.7;domain;True;manual
ecoles-maternelles-francophones-communales;False;Ecoles maternelles francophones communales;<p>Ecoles maternelles francophones du réseau scolaire de la Ville de Bruxelles.</p>;Education, Formation, Recherche, Enseignement;"école;maternelle;enseignement";Licence Ouverte (Etalab);fr;;2015-10-26T15:41:57+01:00;2018-01-07T23:58:46+01:00;2023-01-31T19:12:31.832000+01:00;Ville de Bruxelles/Instruction publique;www.bruxelles.be/4562;;17;3950;0;157450;228;0;0;13.6;domain;True;manual
prenoms-masculins-2012;False;Prénoms masculins 2012;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2012.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-10-30T08:55:10+01:00;2018-01-08T00:00:04+01:00;2023-01-31T19:12:33.975000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1879;23731;0;8647;144;0;0;3.6;domain;True;manual
vrouwelijke-voornamen-2011;False;Vrouwelijke voornamen 2011;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2011.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;meisje";Licence Ouverte (Etalab);nl;;2015-10-29T13:29:54+01:00;2018-01-08T00:16:11+01:00;2023-01-31T19:12:34.573000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1942;24964;0;8058;132;0;0;3.5;domain;True;manual
prenoms-masculins-2009;False;Prénoms masculins 2009;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2009.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-10-30T08:55:10+01:00;2018-01-07T23:47:40+01:00;2023-01-31T19:12:35.216000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1728;21996;0;7502;127;0;0;3.4;domain;True;manual
female-first-names-2007;False;Female first names 2007;<p>Female first names registered at the City of Brussels in 2007.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"first name;female;girl";Licence Ouverte (Etalab);en;;2015-11-03T09:46:31+01:00;2018-01-07T23:55:45+01:00;2023-01-31T19:12:36.505000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1499;19277;0;7994;144;0;0;3.5;domain;True;manual
prenoms-masculins-2008;False;Prénoms masculins 2008;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2008.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-11-03T09:02:58+01:00;2018-01-07T23:47:01+01:00;2023-01-31T19:12:35.666000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1484;18642;0;8783;136;0;0;3.6;domain;True;manual
male-first-names-20130;False;Male first names 2013;<p>Male first names registered at the City of Brussels in 2013.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"male;first name;birth";Licence Ouverte (Etalab);en;;2015-10-28T12:46:58+01:00;2018-01-07T23:46:52+01:00;2023-01-31T19:12:33.791000+01:00;City of Brussels/Demography;www.brussels.be/4840;;1828;23087;0;7895;157;0;0;3.5;domain;True;manual
prenoms-masculins-2007;False;Prénoms masculins 2007;<p>Prénoms masculins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2007.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;garçon";;fr;;2015-11-03T09:02:58+01:00;2018-01-07T23:50:56+01:00;2023-01-31T19:12:36.083000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1401;17616;0;7433;133;0;0;3.4;domain;True;manual
mannelijke-voornamen-2012;False;Mannelijke voornamen 2012;<p>Mannelijke voornamen geregistreerd bij de Stad Brussel in 2012.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"jongen;voornaam";Licence Ouverte (Etalab);nl;;2015-10-28T13:24:40+01:00;2018-01-07T23:45:49+01:00;2023-01-31T19:12:34.004000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1879;23731;0;8534;156;0;0;3.6;domain;True;manual
vrouwelijke-voornamen-2005;False;Vrouwelijke voornamen 2005;<p>Vrouwelijke voornamen geregistreerd bij de Stad Brussel in 2005.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"voornaam;meisje";Licence Ouverte (Etalab);nl;;2015-11-03T09:19:26+01:00;2018-01-07T23:52:27+01:00;2023-01-31T19:12:37.266000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1506;19488;0;9808;148;0;0;3.8;domain;True;manual
prenoms-feminins-2008;False;Prénoms féminins 2008;<p>Prénoms féminins enregistrés auprès de la Ville de Bruxelles au cours de l'année 2008.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"prénom;féminin;fille";Licence Ouverte (Etalab);fr;;2015-11-03T09:17:57+01:00;2018-01-08T00:12:17+01:00;2023-01-31T19:12:35.882000+01:00;Ville de Bruxelles/Démographie;www.bruxelles.be/4840;;1608;20695;0;8612;144;0;0;3.6;domain;True;manual
mannelijke-voornamen-2004;False;Mannelijke voornamen 2004;<p>Mannelijke voornamen geregistreerd bij de Stad Brussel in 2004.</p>;Administration, Gouvernement, Finances publiques, Citoyenneté;"jongen;voornaam";Licence Ouverte (Etalab);nl;;2015-11-03T09:05:41+01:00;2018-01-08T00:11:37+01:00;2023-01-31T19:12:37.488000+01:00;Stad Brussel/Demografie;www.brussel.be/4840;;1404;17729;0;10493;147;0;0;4.0;domain;True;manual
